id,category_id,vendor_id,name,short_description,long_description,term_and_condition,payment_type_id,voucher_type_id,member_type_id,redeem_type_id,price,discount_rate,thumbnail,images,valid_from,valid_until,country,region,lat,lng,quantity_available,quantity_left,limit_per_user,loyalty_point_required,is_active,created_at,updated_at
320,10,19,"Get Indomaret Voucher worth 10.000 IDR","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up phone balance.
8. VexGift can change terms and conditions without further notice.
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. Voucher hanya dapat digunakan satu kali.
6. Voucher berlaku untuk semua store Indomaret termasuk Indomaret point.
7. Voucher berlaku untuk semua produk termasuk isi ulang pulsa.
8. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,2,2,571,NULL,http://cdn.vexgift.com/vouchers/banner/indomaretIDR10.webp,NULL,1556884800,1557939599,All,NULL,NULL,NULL,16,20,2,0,1,"2019-05-03 00:00:00","2019-05-04 13:38:36"
321,10,19,"Get Indomaret Voucher worth 10.000 IDR","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up phone balance.
8. VexGift can change terms and conditions without further notice.
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. Voucher hanya dapat digunakan satu kali.
6. Voucher berlaku untuk semua store Indomaret termasuk Indomaret point.
7. Voucher berlaku untuk semua produk termasuk isi ulang pulsa.
8. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,1,2,1000,NULL,http://cdn.vexgift.com/vouchers/banner/indomaretIDR10.webp,NULL,1556884800,1557939599,All,NULL,NULL,NULL,0,30,1,0,1,"2019-05-03 00:00:00","2019-05-03 19:48:25"
322,12,12,"GET KODOMO KIDS TECH","Make the activity of brushing teeth with children more enjoyable so that children are more excited and happy in maintaining and caring for dental hygiene.
Redeem your Vexpoints and GET KODOMO Toothbrush 2 in 1 kid!

Jadikan aktivitas menyikat gigi dengan anak lebih menyenangkan sehingga anak lebih bersemangat dan senang dalam menjaga dan merawat kebersihan gigi.
Tukarkan Vexpoints Anda dan DAPATKAN sikat gigi 2 in 1 anak KODOMO!","Make the activity of brushing teeth with children more enjoyable so that children are more excited and happy in maintaining and caring for dental hygiene.
Redeem your Vexpoints and GET KODOMO Toothbrush 2 in 1 kid!

Jadikan aktivitas menyikat gigi dengan anak lebih menyenangkan sehingga anak lebih bersemangat dan senang dalam menjaga dan merawat kebersihan gigi.
Tukarkan Vexpoints Anda dan DAPATKAN sikat gigi 2 in 1 anak KODOMO!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press """"Redeem Voucher"""".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .

1. Item tidak dapat dikonversi ke Rupiah atau lainnya.
2. Untuk biaya pengiriman akan ditanggung oleh Vexgift.
3. Vexgift tidak bertanggung jawab atas kerusakan yang terjadi selama proses pengiriman.
4. Proses pengiriman hadiah akan diatur oleh Vexgift.
5. Kami tidak bertanggung jawab atas alamat yang salah yang diberikan.
6. Untuk tipe, warna dan semua otoritas produk ditentukan oleh VexGift.
7. VexGift dapat mengubah istilah dan kondisi tanpa pemberitahuan lebih lanjut.
8. Barang akan diproses 1 (satu) minggu setelah Anda menekan""""Redeem Voucher""""
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com .",2,6,2,2,2000,NULL,http://cdn.vexgift.com/vouchers/banner/kodomo_kid_tech.webp,NULL,1556971200,1558025999,All,NULL,NULL,NULL,2,2,1,0,1,"2019-05-04 00:00:00",NULL
323,10,16,"GET Alfamart voucher worth 10.000 IDR","Get Alfamart voucher worth 10.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 10.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!","Get Alfamart voucher worth 10.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 10.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!","1. Vouchers can be used without minimum purchases
2. Vouchers cannot be combined with other voucher.
3. Vouchers cannot be converted to Rupiah or any other else.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. VexGift can change the term and condition without further notice.
7. User can take this voucher maximum 2 times.
8. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. Voucher hanya dapat digunakan satu kali.
6. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
7. User dapat mengambil voucher maksimal 2 kali.
8. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,2,2,571,NULL,http://cdn.vexgift.com/vouchers/banner/alfamart_10kidr.webp,NULL,1557057600,1557939599,All,NULL,NULL,NULL,16,20,2,0,1,"2019-05-04 00:00:00","2019-05-05 21:21:08"
324,10,16,"GET Alfamart voucher worth 10.000 IDR","Get Alfamart voucher worth 10.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 10.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!","Get Alfamart voucher worth 10.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 10.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!","1. Vouchers can be used without minimum purchases
2. Vouchers cannot be combined with other voucher.
3. Vouchers cannot be converted to Rupiah or any other else.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. VexGift can change the term and condition without further notice.
7. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. Voucher hanya dapat digunakan satu kali.
6. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
7. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,1,2,1000,NULL,http://cdn.vexgift.com/vouchers/banner/alfamart_10kidr.webp,NULL,1557057600,1557939599,All,NULL,NULL,NULL,0,30,1,0,1,"2019-05-04 00:00:00","2019-05-05 19:57:17"
325,7,14,"Get Floweradvisor Voucher Worth IDR 100.000","Expressing gratitude or love using flowers is a never ending way both in traditional and modern times.  Now, you can use VexGift to get voucher discount worth IDR 100.000  that you can use to give beautiful flower to your special one.  Get your voucher now !  Mengungkapkan rasa syukur atau cinta menggunakan bunga adalah cara yang tidak pernah berakhir baik di zaman tradisional dan modern.  Sekarang, Anda dapat menggunakan VexGift untuk mendapatkan kupon diskon senilai Rp 100.000 yang dapat Anda gunakan untuk memberikan bunga yang indah kepada seseorang yang special .  Dapatkan voucher Anda sekarang!","Expressing gratitude or love using flowers is a never ending way both in traditional and modern times. 
Now, you can use VexGift to get voucher discount worth IDR 100.000 
that you can use to give beautiful flower to your special one. 
Get your voucher now !

Mengungkapkan rasa syukur atau cinta menggunakan bunga adalah cara yang tidak pernah berakhir baik di zaman tradisional dan modern. 
Sekarang, Anda dapat menggunakan VexGift untuk mendapatkan kupon diskon senilai Rp 100.000 yang dapat Anda gunakan untuk memberikan bunga yang indah kepada seseorang yang special . 
Dapatkan voucher Anda sekarang!","1. Use your voucher on www.floweradvisor.co.id
2. Voucher can be used without minimum purchase.
3. Voucher cannot be combined with others voucher.
4. Voucher cannot be converted to Rupiah or any other else.
5. Press ""Redeem Voucher"" to get Voucher Code.
6. Floweradvisor reserves the right to cancel any order both new and ongoing transaction if there is any violation of this promotion.
7. Any term and condition can change without any further notice from Floweradvisor Indonesia.

1. Gunakan voucher Anda di www.floweradvisor.co.id
2. Voucher dapat digunakan tanpa pembelian minimum.
3. Voucher tidak dapat digabungkan dengan voucher lainnya.
4. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
5. Tekan """" Redeem Voucher """" untuk mendapatkan Kode Voucher.
6. Floweradvisor berhak membatalkan pesanan apa pun baik transaksi baru maupun yang sedang berlangsung jika ada pelanggaran terhadap promosi ini.
7. Setiap syarat dan ketentuan bisa berubah tanpa pemberitahuan lebih lanjut dari Floweradvisor Indonesia.",2,3,1,2,5714,NULL,http://cdn.vexgift.com/vouchers/banner/fa.webp,NULL,1557136800,1558371599,All,NULL,NULL,NULL,50,50,3,0,1,"2019-05-06 00:00:00",NULL
326,12,12,"GET Total Care Mouthwash","Have a fresh breath longer by removing germs and plaque on the teeth using the Total Care mouthwash.
Redeem your Vexpoint and get Total Care mouthwash!

Miliki nafas segar lebih lama dengan menghilangkan kuman dan plaque pada gigi dengan menggunakan obat kumur Total care.
Tukarkan Vexpoint anda dan dapatkan Total Care Mouthwash!","Have a fresh breath longer by removing germs and plaque on the teeth using the Total Care mouthwash.
Redeem your Vexpoint and get Total Care mouthwash!

Miliki nafas segar lebih lama dengan menghilangkan kuman dan plaque pada gigi dengan menggunakan obat kumur Total care.
Tukarkan Vexpoint anda dan dapatkan Total Care Mouthwash!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press ""Redeem Voucher"".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .

1. Item tidak dapat dikonversi ke Rupiah atau lainnya.
2. Untuk biaya pengiriman akan ditanggung oleh Vexgift.
3. Vexgift tidak bertanggung jawab atas kerusakan yang terjadi selama proses pengiriman.
4. Proses pengiriman hadiah akan diatur oleh Vexgift.
5. Kami tidak bertanggung jawab atas alamat yang salah yang diberikan.
6. Untuk tipe, warna dan semua otoritas produk ditentukan oleh VexGift.
7. VexGift dapat mengubah istilah dan kondisi tanpa pemberitahuan lebih lanjut.
8. Barang akan diproses 1 (satu) minggu setelah Anda menekan""Redeem Voucher""
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com .",2,6,1,2,3500,NULL,http://cdn.vexgift.com/vouchers/banner/totalcare_mouthwash.webp,NULL,1557316800,1558457999,All,NULL,NULL,NULL,0,2,1,0,1,"2019-05-08 00:00:00","2019-05-08 21:55:47"
327,2,1,"Get KFC Voucher Worth IDR 50.000","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi? By using VexGift you can get voucher discount worth IDR 50.000 
that you can use on every KFC restaurant in Indonesia. 
Get your voucher now!

Ingin tahu tentang kerenyahan ayam fillet, nasi, dan segelas Pepsi? 
Dengan menggunakan VexGift Anda bisa mendapatkan voucher diskon senilai Rp 50.000 
yang dapat Anda gunakan di setiap restoran KFC di Indonesia. 
Dapatkan voucher Anda sekarang!","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi? By using VexGift you can get voucher discount worth IDR 50.000 
that you can use on every KFC restaurant in Indonesia. 
Get your voucher now!

Ingin tahu tentang kerenyahan ayam fillet, nasi, dan segelas Pepsi? 
Dengan menggunakan VexGift Anda bisa mendapatkan voucher diskon senilai Rp 50.000 
yang dapat Anda gunakan di setiap restoran KFC di Indonesia. 
Dapatkan voucher Anda sekarang!","1. Vouchers cannot be combined with other promotions.
2. Vouchers cannot be converted to Rupiah or other.
3. The voucher that is clicked/used is not in front of the cashier, it is not our responsibility and cannot be replaced.
4. Please ask the cashier for help to check the validity period of the voucher before using the voucher.
5. Don't press "Redeem Voucher", this process will be carried out by the outlet staff.
6. KFC Indonesia has the right to cancel any order whether new or ongoing transactions if there is a violation of this promotion.
7. Any terms and conditions are subject to change without further notice.
8. If there is a problem or error in this voucher, it can be reported via http://vexgift.freshdesk.com or you can contact Gift-N WhatsApp 0877-8267-7047 (only via WA can not call on Monday - Sunday at 09.00 - 10 pm)
